Row.names,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,symbol,hg_symbol,hg_ensid
ENSMUSG00000000028,131.072966818349,2.143805928652,0.840613672320089,2.55028677172845,0.0107634342753384,0.0210083559140846,Cdc45,CDC45,ENSG00000093009
ENSMUSG00000000031,21.0649928862301,6.54676774777757,0.983414820696387,6.65717824258699,2.79134598775629e-11,1.44081195151932e-10,H19,ENSMUSG00000000031,ENSMUSG00000000031
ENSMUSG00000000037,127.177836398573,2.44771030138647,0.223135140431061,10.9696316620407,5.34898505798871e-28,7.48960036711411e-27,Scml2,SCML2,ENSG00000102098
ENSMUSG00000000058,123.993649691247,1.91393773590078,0.204555533298442,9.35656789644695,8.2368844937515e-21,7.91420798361305e-20,Cav2,CAV2,ENSG00000105971
ENSMUSG00000000093,30.8612609698043,2.91877150547821,0.479829478343099,6.082934953386,1.18002230055313e-09,5.39843639495095e-09,Tbx2,TBX2,ENSG00000121068
ENSMUSG00000000125,42.7170908875768,2.80231043289256,0.577356292370374,4.85369341241176,1.2118303782178e-06,4.1929502612221e-06,Wnt3,WNT3,ENSG00000108379
ENSMUSG00000000149,360.977091445729,2.07816287825493,0.161228985499956,12.8895115962601,5.1569360504959e-38,1.1442780794648e-36,Gna12,GNA12,ENSG00000146535
ENSMUSG00000000159,3.88362791839046,3.89186450280427,1.50119261356474,2.59251508942789,0.00952770016206094,0.0188117087267884,Igsf5,ENSMUSG00000000159,ENSMUSG00000000159
ENSMUSG00000000171,105.280918507101,1.63653678823095,0.224369334965003,7.29394143137349,3.01016334794363e-13,1.81091328237445e-12,Sdhd,,ENSG00000255292
ENSMUSG00000000183,16.8944952345262,3.44802473009118,0.768376046776654,4.4874182954501,7.20914451918001e-06,2.29189384768209e-05,Fgf6,FGF6,ENSG00000111241
ENSMUSG00000000184,726.733192719881,1.23957978772332,0.201009642344589,6.16676778917062,6.96999959622575e-10,3.23868158016294e-09,Ccnd2,,ENSG00000285901
ENSMUSG00000000202,112.520888300806,2.65568536727629,0.403943170166888,6.57440343942219,4.8848618013176e-11,2.47482791156909e-10,Btbd17,BTBD17,ENSG00000204347
ENSMUSG00000000216,4.64791262881041,2.60889886908059,1.033010597678,2.52552962665133,0.0115524040360856,0.0223814952773619,Scnn1g,SCNN1G,ENSG00000166828
ENSMUSG00000000275,280.512098144944,2.70514628521291,0.527011529251241,5.13299261034437,2.85171107638711e-07,1.05501441183932e-06,Trim25,TRIM25,ENSG00000121060
