"","baseMean","log2FoldChange","lfcSE","pvalue","padj","sig","pct_in","pct_out"
"SLC45A1",122.652519588413,-1.25557959897304,0.119222579636684,1.45303119972387e-31,9.93513246290417e-31,"Significant",3.52511200188635,17.8246807561479
"RERE",10761.885859939,0.846520722618985,0.0950534584903414,7.31670732720363e-19,3.14554313753998e-18,"Significant",95.3195001178967,94.3539842748007
"RERE-AS1",48.3378930960785,-0.375757817697373,0.334503378629355,0.228830407354698,0.267745022315724,"Not significant",1.9452959207734,7.20180672503206
"ENO1",553.147332470383,-0.902181326056651,0.177390568955525,2.2878582479021e-07,5.18689420446742e-07,"Significant",18.3093609997642,51.9544972954888
"ENO1-AS1",5.29301807929782,-0.760529801411201,0.4159389693101,0.00473696121179035,0.00716015919141907,"Significant",0.212214100448008,1.0734400267663
"CA6",6.45006538531563,-0.97294689077898,0.384031245842675,0.000674906075965591,0.00113012119721738,"Significant",0.200424428200896,1.10689789773044
"SLC2A7",2.32010083486869,-0.57006226506981,0.514858801853889,0.078094056942215,0.0996760188003747,"Not significant",0.0943173779768922,0.376401048346624
"SLC2A5",163.318150115434,-4.61442410254471,0.411291468216247,6.82357040039177e-27,3.94844629612057e-26,"Significant",0.931384107521811,15.6945296380974
"GPR157",18.5843265962738,-3.006754745056,0.396802027860382,7.05084792054015e-25,3.82013605789517e-24,"Significant",0.200424428200896,3.8727485640997
"MIR34AHG",226.844290346074,-3.93821840420044,0.330918982368173,2.23413117418612e-30,1.46840288607115e-29,"Significant",1.08464984673426,28.8434729270061
"LNCTAM34A",30.3824500426112,-5.46416328104057,0.647513341323572,1.10568822937578e-49,1.22913885692745e-48,"Significant",0.106107050224004,6.98154240785145
"H6PD",442.183968354978,0.332409593632202,0.102529263035039,0.00109027122623661,0.00178273552879816,"Significant",19.5944352746994,34.2274019963196
"SPSB1",770.647016365255,1.98122720511743,0.197438040148896,8.13652482990197e-23,4.09433624474833e-22,"Significant",36.7248290497524,23.1333296157921
"BX323043.1",1.95416886617682,2.93692685026439,0.613584655084764,2.39050315112571e-09,6.20019127823827e-09,"Significant",0.200424428200896,0.0641275860146099
"LINC02606",26.0113132290962,1.8813586126635,0.158173100696468,4.68713649332866e-52,5.54944036349296e-51,"Significant",1.89813723178496,1.51118050521385
"SLC25A33",345.396318328432,-0.865917053544717,0.164128963204044,8.13471777003316e-08,1.91192306124283e-07,"Significant",10.1391181325159,34.9551106897898
"TMEM201",74.3728932117042,-0.204781787941379,0.11890704402915,0.0794054130754626,0.101232231561759,"Not significant",3.30110822919123,9.80594434840796
"PIK3CD",119.853512478042,-3.31257205876645,0.245918401085119,7.84997715764119e-44,7.52677502763364e-43,"Significant",1.24970525819382,18.2903027937322
"PIK3CD-AS2",9.99895102362924,-2.1017514615726,0.475468735306348,6.11300747292208e-08,1.4487748629228e-07,"Significant",0.200424428200896,2.05765906429488
"CLSTN1",1274.78843266683,-0.734689421562091,0.0851827447064624,5.50098872905234e-18,2.27936022729732e-17,"Significant",34.673426078755,67.5012546701612
"CTNNBIP1",417.229461786676,0.527139842715796,0.0995726145682392,9.10596227932566e-08,2.1318098776271e-07,"Significant",18.6394718226833,30.9847766687113
"AL357140.1",2.70598600469361,-0.988950862323637,0.710190024364143,0.0455116028180771,0.0602581953958448,"Not significant",0.0943173779768922,0.529749623598952
"AL357140.4",12.5090107714273,0.406516866016202,0.301964292659674,0.145827108236724,0.177448918848035,"Not significant",0.730959679320915,1.54742653209167
"LZIC",393.685370009292,0.900047157193243,0.0718925192937669,1.62111568145156e-38,1.34912958589609e-37,"Significant",19.6769629804291,27.1789438465399
"NMNAT1",213.543151785329,0.102086326556249,0.156847084740516,0.514721565274504,0.55323514092113,"Not significant",9.6085828813959,20.2224948419116
"RBP7",100.040378100346,4.33863217451431,0.19854319963334,1.44028465784514e-91,3.89174261529837e-90,"Significant",8.64182975713275,2.89968215022584
"UBE4B",3497.50310325497,1.09027580737299,0.10768920329327,1.16104108886716e-23,6.02557301644375e-23,"Significant",80.2051402970997,70.9167456644176
"KIF1B",9431.81969021504,0.759744718697815,0.0966431884697617,5.0997468813664e-15,1.84687723115378e-14,"Significant",95.6496109408158,84.4393018457592
"AL139424.3",47.4230881490229,0.321302124684633,0.241011525188547,0.169092406910826,0.203230377095412,"Not significant",2.68804527234143,5.87743266603468
"AL139424.2",71.9190828188001,0.689934849543106,0.170197144376685,2.52482531859075e-05,4.86073978946853e-05,"Significant",4.31502004244282,7.32169742932025
"PGD",166.03763639956,-0.187752353442774,0.115148426007521,0.0906787540383173,0.114441635022181,"Not significant",7.12096203725536,19.2103942452462
"CENPS",68.4651773699547,-1.87296164941719,0.180815343205292,8.63578057198105e-31,5.74603511181693e-30,"Significant",1.41476066965338,11.9862822729047
"CORT",33.9530232867645,-1.7843363647302,0.525191415503151,0.000196155805020485,0.000347182888185168,"Significant",1.21433624145249,4.21847989739586
"DFFA",364.113114368066,0.383582094021018,0.10298204120281,0.000138697827895975,0.000249177321559975,"Significant",16.493751473709,28.6315730775665
"AL354956.1",2.96623318984207,-0.463951843781827,0.535176757982393,0.282253680210119,0.323855162094951,"Not significant",0.141476066965338,0.499079908548486
