"","baseMean","log2FoldChange","lfcSE","pvalue","padj","sig","pct_in","pct_out"
"AL627309.1",16.1658627108385,0.0309966755882633,0.491386164184273,0.000149104867504513,0.000251456181096979,"Significant",2.88065843621399,7.74515361070173
"AL627309.5",11.427249541858,-0.500559353689819,0.650574972007805,0.153266857861567,0.173865782385961,"Not significant",1.64609053497942,6.82235574197937
"AC114498.1",0.30805230114084,-0.277628445699805,0.985002222651853,0.00492598612951634,0.00681436982133539,"Significant",0,0.569096474322639
"LINC01409",136.024932671222,-1.63657695626194,0.245387246507805,2.25587819437551e-21,1.42022196375811e-20,"Significant",11.1111111111111,48.5183085817934
"LINC01128",36.9142597344527,-0.9997029721174,0.345949116794523,2.98580356618508e-12,1.06409752302397e-11,"Significant",6.99588477366255,26.1807051354722
"LINC00115",5.67112488419525,-0.828587696807153,0.819313072614192,0.0535097475305761,0.0644699088745541,"Not significant",1.23456790123457,6.02652760457998
"FAM41C",0.149567212220105,-0.144162092074047,0.987502771197924,0.0213602182797867,0.0270776282498662,"Significant",0,0.260741412538261
"AL645608.6",0.408806263689573,-0.361424646197856,0.990093496675967,1.99885221911178e-08,5.15655561903187e-08,"Significant",0,0.657521822922571
"SAMD11",3.95856271963207,-1.28415134205912,1.06836708262376,0.00041029714720014,0.000655354908331836,"Significant",0.411522633744856,4.80217662396554
"NOC2L",18.7275850464958,-0.842838935577745,0.438948043278523,7.16005293666801e-10,2.10005811860115e-09,"Significant",4.93827160493827,19.0817367645392
"KLHL17",2.22139445666562,-1.71421836774697,1.59099824976304,1.35114780877126e-14,5.73336978918226e-14,"Significant",0.411522633744856,3.54154857725881
"AL645608.7",1.42420674624647,-1.05444586404638,1.27516122643176,3.3668810707008e-05,6.13962075655911e-05,"Significant",0,2.42602879492121
"HES4",23.0485694882613,-6.24104169485413,2.45827829420321,1.13070651404257e-13,4.48171263658185e-13,"Significant",0.411522633744856,25.0651853531346
"ISG15",8.43838258537686,-0.034506977634528,0.548414719817596,1.83332249071061e-05,3.44767451508837e-05,"Significant",2.05761316872428,5.69549937648793
"AGRN",2.96438068376491,-1.08091246163997,0.955560532592325,4.10228103971484e-25,3.18448889073864e-24,"Significant",0.411522633744856,4.41219816347353
"C1orf159",67.2189740237838,-2.01105379648036,0.339751545586254,2.59546947945889e-33,2.99496133582425e-32,"Significant",6.99588477366255,38.1249291463553
"AL390719.3",4.57386710316726,-3.00722553202205,2.09168453347308,7.5637441285315e-05,0.000132485766386729,"Significant",0,7.18512640290217
"TTLL10",0.486713104187931,-0.425845410958924,1.00166885225818,6.43288425493571e-08,1.57544164396451e-07,"Significant",0,0.804897403922458
"TNFRSF18",0.90738815565993,4.57298078672086,1.09743075447664,4.79009076790447e-14,1.95394514651925e-13,"Significant",1.23456790123457,0.120167781430677
"TNFRSF4",1.72145166413237,1.87512033682621,1.65598210952587,4.32955338037588e-13,1.64287022581971e-12,"Significant",0.823045267489712,0.299285795261308
"SDF4",39.6291691278019,-0.570062090799728,0.366724127028707,0.0586244943882608,0.0702555984629527,"Not significant",8.64197530864197,26.8881079242716
"B3GALT6",3.55757998804673,-0.348378248664869,0.718198294344313,0.07383726652168,0.0873465368961384,"Not significant",1.23456790123457,3.45085591202811
"C1QTNF12",0.369627301958432,-0.325233778541963,0.988273209447225,0.000917746452322417,0.00140215368695314,"Significant",0,0.707402788799456
"UBE2J2",41.0225481626741,0.0769923168442871,0.261350018101921,0.698212614256629,0.726664196774683,"Not significant",13.1687242798354,25.3055209159959
"LINC01786",4.28579053676443,-3.0563484635389,1.97145490516762,7.75516049749881e-43,1.32619456918843e-41,"Significant",0,6.58428749574878
"SCNN1D",5.08620731027798,-1.46996457500927,1.0449147332465,3.27401918032453e-07,7.4704328264339e-07,"Significant",0.411522633744856,6.25099195102596
"ACAP3",70.6176389936776,-2.50036504829201,0.38750187342836,2.7596068011927e-36,3.61230697118821e-35,"Significant",7.81893004115226,42.7729282394286
"PUSL1",1.07848527978127,-0.852649197724543,1.14803565722841,1.26418163119513e-16,6.08731970795593e-16,"Significant",0,1.89094207006008
"INTS11",24.791461249119,-0.652516597260993,0.366481964410215,9.55980337624508e-11,3.02076579609313e-10,"Significant",4.93827160493827,22.6187507085364
"CPTP",2.59232347103089,-0.134656129197778,0.713898246533546,0.00815676243570812,0.0109570940385703,"Significant",0.823045267489712,2.62555265842875
"DVL1",12.9784200219688,-1.23390032301004,0.612465288392781,4.12918342490533e-08,1.03237645711302e-07,"Significant",2.88065843621399,14.129917242943
"MXRA8",1.90899012693683,-1.432285648364,1.47085260346777,5.13823249045311e-08,1.27113569973865e-07,"Significant",0,2.75705702301326
"AURKAIP1",18.8504247403046,0.470293839335663,0.525084025519203,4.67391076037326e-05,8.382215902302e-05,"Significant",4.52674897119342,10.1666477723614
"CCNL2",104.875646146534,-0.20530563856691,0.18243756083086,0.0418135320301732,0.0510284050315348,"Not significant",22.2222222222222,50.3389638362997
"MRPL20-AS1",3.0468038394306,-0.469328140142217,0.835135983919587,1,1,"Not significant",0.411522633744856,2.6640970411518
"MRPL20",45.1707321278845,0.62877372667815,0.265605722507876,9.17921506073404e-09,2.4384937489456e-08,"Significant",11.9341563786008,22.9475116199977
"AL391244.2",1.4089007522555,-1.10614704176373,1.27286786567909,8.57534521749667e-25,6.53210283784157e-24,"Significant",0,2.33306881305974
"ANKRD65",3.33633207378582,-0.443308872302697,0.746583204369737,0.0188399365212862,0.0240709553050268,"Significant",0.823045267489712,4.34644598118127
"TMEM88B",3.01978014729521,0.453427691965931,0.854457369428478,4.61990774880101e-09,1.26036397019207e-08,"Significant",0.823045267489712,1.16766806484526
"VWA1",12.4323764141035,-0.373848931127416,0.497704340649662,0.0717387414838283,0.0849660798276032,"Not significant",3.7037037037037,11.4114046026528
"ATAD3C",2.64764999749962,-0.0709551550137941,0.668926295254571,0.000945402689705842,0.00144170535104273,"Significant",1.23456790123457,3.34655934701281
"ATAD3B",23.2912103802692,-0.324944044634271,0.341672781688064,3.18870750064627e-08,8.05573175976878e-08,"Significant",6.99588477366255,19.0318557986623
"ATAD3A",11.5653419915819,-0.987996404020703,0.536280213461333,2.37296760321614e-36,3.12076207238659e-35,"Significant",2.88065843621399,12.7831311642671
"TMEM240",9.67495214303496,-2.95513757758343,1.24318178427739,1.26296750937374e-07,3.0051494229637e-07,"Significant",0.411522633744856,13.4610588368666
